route_short_name,route_long_name,route_type,route_id,agency_id
,469DOWN_DTC,3,1253,DTC
,194DOWN_DTC,3,1255,DTC
,144DOWN_DTC,3,1257,DTC
,887DOWN_DTC,3,1259,DTC
,174DOWN_DTC,3,1261,DTC
,801DOWN_DTC,3,1263,DTC
,979DOWN_DTC,3,1265,DTC
,829DOWN_DTC,3,1267,DTC
,505DOWN_DTC,3,1269,DTC
,465DOWN_DTC,3,1271,DTC
,254DOWN_DTC,3,1273,DTC
,413DOWN_DTC,3,1275,DTC
,741DOWN_DTC,3,1277,DTC
,826DOWN_DTC,3,1279,DTC
,861DOWN_DTC,3,1281,DTC
,317DOWN_DTC,3,1283,DTC
,427DOWN_DTC,3,1285,DTC
,191DOWN_DTC,3,1287,DTC
,127DOWN_DTC,3,1289,DTC
,103DOWN_DTC,3,1291,DTC
,109DOWN_DTC,3,1293,DTC
,848DOWN_DTC,3,1295,DTC
,340DOWN_DTC,3,1297,DTC
,120DOWN_DTC,3,1299,DTC
,119DOWN_DTC,3,1301,DTC
,106DOWN_DTC,3,1303,DTC
,378DOWN_DTC,3,1305,DTC
,131DOWN_DTC,3,1307,DTC
,128DOWN_DTC,3,1309,DTC
,391DOWN_DTC,3,1311,DTC
,107DOWN_DTC,3,1313,DTC
,944DOWN_DTC,3,1315,DTC
,135DOWN_DTC,3,1317,DTC
,113DOWN_DTC,3,1319,DTC
,307DOWN_DTC,3,1321,DTC
,154DOWN_DTC,3,1323,DTC
,988DOWN_DTC,3,1325,DTC
,729DOWN_DTC,3,1327,DTC
,543DOWN_DTC,3,1329,DTC
,838DOWN_DTC,3,1331,DTC
,817DOWN_DTC,3,1333,DTC
,534DOWN_DTC,3,1335,DTC
,761DOWN_DTC,3,1337,DTC
,727DOWN_DTC,3,1339,DTC
,711DOWN_DTC,3,1341,DTC
,901DOWN_DTC,3,1343,DTC
,181DOWN_DTC,3,1345,DTC
,221DOWN_DTC,3,1347,DTC
,825DOWN_DTC,3,1349,DTC
,125DOWN_DTC,3,1351,DTC
,721DOWN_DTC,3,1353,DTC
,400DOWN_DTC,3,1355,DTC
,876DOWN_DTC,3,1357,DTC
,972DOWN_DTC,3,1359,DTC
,205DOWN_DTC,3,1361,DTC
,578DOWN_DTC,3,1363,DTC
,419DOWN_DTC,3,1365,DTC
,310DOWN_DTC,3,1367,DTC
,883DOWN_DTC,3,1369,DTC
,929DOWN_DTC,3,1371,DTC
,808DOWN_DTC,3,1373,DTC
,871DOWN_DTC,3,1375,DTC
,588DOWN_DTC,3,1377,DTC
,185DOWN_DTC,3,1379,DTC
,165DOWN_DTC,3,1381,DTC
,978DOWN_DTC,3,1383,DTC
,211DOWN_DTC,3,1385,DTC
,108DOWN_DTC,3,1387,DTC
,253DOWN_DTC,3,1389,DTC
,794DOWN_DTC,3,1391,DTC
,717DOWN_DTC,3,1393,DTC
,258DOWN_DTC,3,1395,DTC
,212DOWN_DTC,3,1397,DTC
,827DOWN_DTC,3,1399,DTC
,781DOWN_DTC,3,1401,DTC
,261DOWN_DTC,3,1403,DTC
,85DOWN_DTC,3,1405,DTC
,91DOWN_DTC,3,1407,DTC
,790DOWN_DTC,3,1409,DTC
,810DOWN_DTC,3,1411,DTC
,611DOWN_DTC,3,1413,DTC
,816DOWN_DTC,3,1415,DTC
,753DOWN_DTC,3,1417,DTC
,348DOWN_DTC,3,1419,DTC
,832DOWN_DTC,3,1421,DTC
,778DOWN_DTC,3,1423,DTC
,405DOWN_DTC,3,1425,DTC
,720DOWN_DTC,3,1427,DTC
,745DOWN_DTC,3,1429,DTC
,764DOWN_DTC,3,1431,DTC
,623DOWN_DTC,3,1433,DTC
,891DOWN_DTC,3,1435,DTC
,724DOWN_DTC,3,1437,DTC
,236DOWN_DTC,3,1439,DTC
,73DOWN_DTC,3,1441,DTC
,78DOWN_DTC,3,1443,DTC
,835DOWN_DTC,3,1445,DTC
,227ADOWN_DTC,3,1494,DTC
,818BDOWN_DTC,3,1495,DTC
,728ADOWN_DTC,3,1496,DTC
,GL23DOWN_DTC,3,1497,DTC
,894CLDOWN_DTC,3,1498,DTC
,803CLDOWN_DTC,3,1499,DTC
,309EXTDOWN_DTC,3,1500,DTC
,219STLDOWN_DTC,3,1501,DTC
,445STLDOWN_DTC,3,1502,DTC
,479ACLDOWN_DTC,3,1503,DTC
,962STLDOWN_DTC,3,1504,DTC
,88ADOWN_DTC,3,1505,DTC
,410CLDOWN_DTC,3,1506,DTC
,937ADOWN_DTC,3,1507,DTC
,450LNKSTLDOWN_DTC,3,1508,DTC
,507CLDOWN_DTC,3,1509,DTC
,411STLDN_DTC,3,1510,DTC
,511ASTLDOWN_DTC,3,1511,DTC
,540ACLDOWN_DTC,3,1512,DTC
,921CLDOWN_DTC,3,1513,DTC
,982LNKSTLDOWN_DTC,3,1514,DTC
,938ACLDOWN_DTC,3,1515,DTC
,214CLDOWN_DTC,3,1516,DTC
,878STLDOWN_DTC,3,1517,DTC
,47ALNKSTLDOWN_DTC,3,1518,DTC
,403STLDOWN_DTC,3,1519,DTC
,157STLDOWN_DTC,3,1520,DTC
,770ALTDUP_DTC,3,1521,DTC
,971LNKSTLDOWN_DTC,3,1522,DTC
,990CLDOWN_DTC,3,1523,DTC
,234CLEDOWN_DTC,3,1524,DTC
,425STLDOWN_DTC,3,1525,DTC
,433LNKSTLDOWN_DTC,3,1526,DTC
,522STLDOWN_DTC,3,1527,DTC
,402CLDOWN_DTC,3,1528,DTC
,429CLDOWN_DTC,3,1529,DTC
,460CLDOWN_DTC,3,1530,DTC
,246CLDOWN_DTC,3,1531,DTC
,740EXTDOWN_DTC,3,1532,DTC
,548CLDOWN_DTC,3,1533,DTC
,473CLDN_DTC,3,1534,DTC
,336ADOWN_DTC,3,1535,DTC
,708ADOWN_DTC,3,1536,DTC
,813CLDOWN_DTC,3,1537,DTC
,33LNKSTLDOWN_DTC,3,1538,DTC
,448CLDOWN_DTC,3,1539,DTC
,624ACLDOWN_DTC,3,1540,DTC
,408CLDOWN_DTC,3,1541,DTC
,114UP_DTC,3,1543,DTC
,182ACLSTLU_DTC,3,1545,DTC
,114DOWN_DTC,3,1544,DTC
